login_id,account_id,timestamp,ip_address,device_id,user_agent,success
LOG-d3a02ac2c1,ACC-10030,2026-02-14T08:51:26,10.178.130.29,dev-a66e4dd0,"Mozilla/5.0 (Linux; Android 3.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/59.0.841.0 Safari/531.1",True
LOG-8630113da6,ACC-10030,2026-03-30T01:27:29,172.30.45.216,dev-0f3d1790,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/3.0),True
LOG-0992ec2613,ACC-10030,2026-05-22T16:14:26,192.168.158.33,dev-c3b982ae,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.42.5 (KHTML, like Gecko) Version/4.0 Safari/531.42.5",True
LOG-9141f93ecb,ACC-10030,2026-03-24T20:51:51,192.168.227.114,dev-4cde5ebf,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/40.0.823.0 Safari/535.2",True
LOG-636525837f,ACC-10030,2026-02-19T11:52:21,10.208.134.137,dev-8dabd804,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/12.0h3399.0 Mobile/26D546 Safari/531.1",True
LOG-af8418b5cc,ACC-10033,2026-05-12T16:43:28,192.168.247.114,dev-70d06742,Opera/8.36.(Windows NT 4.0; sv-SE) Presto/2.9.180 Version/12.00,True
LOG-23264f3af5,ACC-10033,2026-04-05T11:52:22,10.231.119.9,dev-fc8a98bf,Mozilla/5.0 (Windows NT 5.2; tk-TM; rv:1.9.1.20) Gecko/9689-07-25 02:23:31 Firefox/3.6.13,True
LOG-4533844ea7,ACC-10033,2026-03-01T21:20:18,172.25.108.176,dev-4e7dcdf5,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8 rv:3.0; ckb-IQ) AppleWebKit/535.35.6 (KHTML, like Gecko) Version/5.0 Safari/535.35.6",False
LOG-0300fa1fd0,ACC-10033,2026-03-18T18:03:39,192.168.140.134,dev-4fcbdb4e,Mozilla/5.0 (Windows CE; gez-ET; rv:1.9.0.20) Gecko/4311-10-25 02:17:57 Firefox/3.8,True
LOG-d1a6492568,ACC-10033,2026-01-11T15:18:08,172.20.27.104,dev-8fa6e516,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/5.1),False
LOG-6b26b1f027,ACC-10033,2026-02-28T12:42:57,172.29.159.126,dev-8da4f0db,Opera/8.29.(X11; Linux x86_64; ks-IN) Presto/2.9.178 Version/10.00,True
LOG-05f6ca2162,ACC-10033,2026-05-30T00:06:28,172.28.130.35,dev-d86e1b40,Opera/8.52.(Windows NT 5.01; bho-IN) Presto/2.9.166 Version/11.00,True
LOG-905f798331,ACC-10042,2026-01-09T10:53:06,10.186.6.41,dev-1be8fd46,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/3.1),True
LOG-55f8fa7d9a,ACC-10042,2026-03-14T11:42:54,172.24.49.94,dev-4e8a8d5a,Opera/9.61.(X11; Linux i686; cy-GB) Presto/2.9.161 Version/11.00,True
LOG-f63d66db9a,ACC-10042,2026-01-04T03:41:39,172.20.32.163,dev-8515fcbf,Opera/9.74.(Windows NT 5.2; tk-TM) Presto/2.9.171 Version/10.00,True
LOG-cd308186e2,ACC-10042,2026-01-14T02:51:01,172.17.93.153,dev-0e7f1971,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1 rv:3.0; cmn-TW) AppleWebKit/531.48.7 (KHTML, like Gecko) Version/4.0 Safari/531.48.7",True
LOG-778608d240,ACC-10042,2026-05-23T07:45:09,172.30.224.19,dev-f1319cfc,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/49.0.804.0 Mobile/16K636 Safari/531.0",True
LOG-f43a5970f2,ACC-10042,2026-01-21T03:06:31,172.27.145.89,dev-ee86266a,Opera/9.44.(X11; Linux x86_64; gl-ES) Presto/2.9.166 Version/10.00,True
LOG-f56d796dac,ACC-10042,2026-05-23T18:13:10,172.18.172.199,dev-2dc2eefb,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5667-03-29 00:40:07 Firefox/3.8,True
LOG-938197f8e9,ACC-10042,2026-01-26T21:44:01,172.31.251.117,dev-ce3b1a99,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.1),False
LOG-409d4cf6e4,ACC-10042,2026-04-17T00:36:30,172.16.30.30,dev-5d991230,Opera/8.14.(X11; Linux i686; tr-TR) Presto/2.9.180 Version/12.00,True
LOG-bc35210db1,ACC-10042,2026-05-05T19:38:40,10.96.20.146,dev-4ed32fd5,Opera/8.34.(X11; Linux i686; te-IN) Presto/2.9.166 Version/11.00,True
LOG-ed0681d671,ACC-10045,2026-01-23T20:48:21,192.168.236.109,dev-163397bd,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.0),True
LOG-48a2a11b7c,ACC-10045,2026-02-20T13:02:17,192.168.20.7,dev-e450a129,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/4.0),True
LOG-5984bc4be9,ACC-10045,2026-02-11T15:58:14,172.24.202.32,dev-9eabd8a7,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),True
LOG-03696b97d2,ACC-10045,2026-02-25T10:53:04,172.28.150.35,dev-8563ae15,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0),True
LOG-f2bc929b0f,ACC-10045,2026-04-06T09:09:31,172.19.73.172,dev-10ed5d77,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/34.0.888.0 Mobile/02H156 Safari/532.0",True
LOG-b7d14fbd4e,ACC-10045,2026-01-27T08:32:24,172.21.115.105,dev-e0d868dd,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6037-05-15 10:27:04 Firefox/5.0,True
LOG-02ec834860,ACC-10045,2026-03-29T18:40:17,172.22.173.90,dev-875e1093,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.33.7 (KHTML, like Gecko) Version/5.1 Safari/535.33.7",True
LOG-cc5fba8426,ACC-10045,2026-05-19T12:32:40,10.84.17.138,dev-328e0a04,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/3.0),True
LOG-6cb96e4c34,ACC-10045,2026-01-18T01:08:04,172.19.134.192,dev-b58efa30,Mozilla/5.0 (Android 6.0; Mobile; rv:27.0) Gecko/27.0 Firefox/27.0,True
LOG-5a199cc105,ACC-10045,2026-03-04T01:23:13,192.168.25.136,dev-c9aeed96,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_0; rv:1.9.2.20) Gecko/3094-03-26 15:07:38 Firefox/7.0,True
LOG-e06a4e8e32,ACC-10045,2026-05-18T18:41:54,192.168.95.235,dev-7524546c,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/3.1),True
LOG-b4f3c6f910,ACC-10046,2026-01-25T08:03:54,10.154.46.61,dev-3aeefee5,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),True
LOG-1430fefa3a,ACC-10046,2026-05-05T17:30:53,10.10.156.196,dev-ec16b393,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_9; rv:1.9.6.20) Gecko/4055-09-27 07:46:53 Firefox/3.8,True
LOG-e5d7b04b2e,ACC-10046,2026-04-01T10:56:24,172.16.68.71,dev-462c8da7,Opera/8.48.(X11; Linux i686; oc-FR) Presto/2.9.176 Version/11.00,True
LOG-b4cb226f92,ACC-10046,2026-03-08T21:33:18,172.25.110.102,dev-8008cfe4,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/55.0.800.0 Safari/534.0",True
LOG-5a6dfa6d6e,ACC-10056,2026-01-03T17:38:13,10.18.190.218,dev-337bc4be,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7 rv:6.0; el-CY) AppleWebKit/534.16.2 (KHTML, like Gecko) Version/4.0 Safari/534.16.2",True
LOG-8d1f05ab7c,ACC-10056,2026-02-27T06:54:45,172.19.60.101,dev-e3f67e3b,Opera/8.33.(X11; Linux i686; ky-KG) Presto/2.9.173 Version/11.00,True
LOG-9d78323412,ACC-10056,2026-05-28T01:11:36,192.168.40.151,dev-0c7f86d7,Opera/8.98.(X11; Linux i686; fur-IT) Presto/2.9.169 Version/12.00,True
LOG-f6cf11ce5e,ACC-10056,2026-04-29T15:15:15,10.242.34.92,dev-82267239,Mozilla/5.0 (Android 8.1.0; Mobile; rv:58.0) Gecko/58.0 Firefox/58.0,True
LOG-f3d127a326,ACC-10056,2026-03-20T17:43:19,192.168.174.98,dev-6dafbeeb,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/4.0),True
LOG-77e3df8fa2,ACC-10057,2026-05-15T00:59:10,192.168.63.58,dev-2b90db18,"Mozilla/5.0 (Linux; Android 2.3.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/55.0.887.0 Safari/534.0",True
LOG-bcb5931fae,ACC-10057,2026-02-27T06:58:29,10.253.90.199,dev-8beb5ef3,Opera/9.46.(Windows NT 11.0; nl-AW) Presto/2.9.189 Version/10.00,True
LOG-f598f174c2,ACC-10057,2026-02-12T21:13:55,10.171.9.60,dev-c5966c7a,Opera/9.63.(X11; Linux i686; wal-ET) Presto/2.9.172 Version/12.00,True
LOG-d25f789c25,ACC-10057,2026-01-26T22:28:32,172.16.237.231,dev-d489a4d0,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; ss-ZA) AppleWebKit/532.9.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.9.5",True
LOG-247549c2ca,ACC-10057,2026-03-30T08:21:15,192.168.199.87,dev-589d6a5d,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lv-LV) AppleWebKit/535.13.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6535.13.7",True
LOG-7f2eb52d44,ACC-10057,2026-04-28T14:56:53,172.30.50.104,dev-bb895365,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7658-04-07 20:58:56 Firefox/3.6.4,True
LOG-6a3cfd60eb,ACC-10057,2026-05-17T07:16:51,172.19.147.187,dev-fe22deb5,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/5599-07-14 01:26:12 Firefox/14.0,True
LOG-bb81f19b18,ACC-10059,2026-03-16T06:29:03,172.27.210.134,dev-37a3f89b,Opera/8.51.(X11; Linux x86_64; cs-CZ) Presto/2.9.164 Version/12.00,True
LOG-e887c84c0f,ACC-10059,2026-03-15T07:15:37,192.168.77.181,dev-54a65af0,Mozilla/5.0 (Android 1.5; Mobile; rv:22.0) Gecko/22.0 Firefox/22.0,True
LOG-d5e9e12ee5,ACC-10059,2026-05-13T13:45:14,172.17.237.221,dev-e2e8f5f7,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.2.5 (KHTML, like Gecko) Version/4.1 Safari/533.2.5",True
LOG-2037a43867,ACC-10059,2026-04-15T17:19:17,192.168.97.188,dev-3103d1a2,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/52.0.849.0 Safari/536.1",True
LOG-ee297edcd6,ACC-10059,2026-03-09T12:43:30,10.114.30.162,dev-f9ee1146,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; lij-IT) AppleWebKit/533.35.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.35.4",True
LOG-9c24e50b98,ACC-10059,2026-04-15T07:48:21,172.26.122.143,dev-5fa50d8a,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/3.0),True
LOG-98fb84c531,ACC-10059,2026-01-25T17:28:49,172.24.172.171,dev-4edf6d40,Mozilla/5.0 (Windows 98; ff-SN; rv:1.9.0.20) Gecko/8709-07-28 01:30:02 Firefox/9.0,True
LOG-1e087a089f,ACC-10059,2026-02-13T05:48:41,172.28.41.50,dev-73af9e2a,Opera/8.65.(Windows NT 11.0; ckb-IQ) Presto/2.9.171 Version/11.00,True
LOG-3bb244d402,ACC-10060,2026-02-18T01:29:22,172.26.88.60,dev-76ef33b7,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/15.0.807.0 Safari/532.0",True
LOG-8ba42cd495,ACC-10060,2026-01-31T02:55:04,172.19.128.34,dev-6935486c,Mozilla/5.0 (Windows NT 10.0; te-IN; rv:1.9.0.20) Gecko/6234-03-31 16:17:27 Firefox/7.0,True
LOG-579e53d689,ACC-10060,2026-05-21T18:51:23,172.24.56.53,dev-536a8139,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/6294-03-12 10:05:20 Firefox/3.8,True
LOG-a503f1c44f,ACC-10060,2026-01-07T06:08:36,192.168.17.133,dev-5dbbb6a2,Opera/8.40.(X11; Linux i686; fy-NL) Presto/2.9.160 Version/10.00,True
LOG-9b1f08ac08,ACC-10060,2026-03-23T09:48:10,10.5.255.46,dev-00233417,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_1 rv:4.0; nl-AW) AppleWebKit/534.31.7 (KHTML, like Gecko) Version/4.1 Safari/534.31.7",True
LOG-1cf635d23d,ACC-10060,2026-01-04T00:54:52,172.30.154.36,dev-0154ccb5,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/48.0.810.0 Mobile/84U156 Safari/536.1",True
LOG-307e016c68,ACC-10063,2026-03-06T15:43:34,192.168.155.252,dev-cbb8a273,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1),True
LOG-fe9613acbe,ACC-10063,2026-01-03T23:27:36,10.161.0.183,dev-7e0497a4,"Mozilla/5.0 (Linux; Android 2.3.4) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/34.0.811.0 Safari/535.0",True
LOG-f41034804c,ACC-10063,2026-02-06T21:34:28,172.31.46.88,dev-cac9ebd5,Mozilla/5.0 (Windows 98; sat-IN; rv:1.9.0.20) Gecko/8158-09-28 06:42:28 Firefox/3.8,True
LOG-1ce07af896,ACC-10063,2026-01-23T18:43:59,192.168.35.134,dev-4a0fb419,Mozilla/5.0 (Windows 95; se-NO; rv:1.9.1.20) Gecko/3574-12-06 16:33:14 Firefox/3.6.18,True
LOG-2db50e6c89,ACC-10063,2026-05-27T11:26:09,192.168.173.59,dev-78a5d425,Mozilla/5.0 (Android 7.1; Mobile; rv:56.0) Gecko/56.0 Firefox/56.0,True
LOG-c5eb934415,ACC-10063,2026-02-17T02:33:58,10.164.157.140,dev-8406d788,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.40.4 (KHTML, like Gecko) Version/5.1 Safari/534.40.4",True
LOG-5433b8abad,ACC-10066,2026-04-15T00:43:13,172.20.45.129,dev-0cd4e63b,Opera/8.20.(Windows NT 6.0; the-NP) Presto/2.9.181 Version/10.00,True
