login_id,account_id,timestamp,ip_address,device_id,user_agent,success
LOG-64e6ad472f,ACC-10002,2026-04-20T07:44:25,10.69.176.115,dev-2a741353,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.10.1 (KHTML, like Gecko) Version/5.1 Safari/531.10.1",True
LOG-071aa6222c,ACC-10002,2026-01-15T05:25:10,192.168.20.166,dev-a11341bf,Mozilla/5.0 (Android 4.1; Mobile; rv:14.0) Gecko/14.0 Firefox/14.0,True
LOG-2a7dba2d95,ACC-10002,2026-04-09T05:35:36,10.169.192.232,dev-ad327d9f,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/44.0.852.0 Mobile/02P966 Safari/531.1",True
LOG-0dfa7bc0c8,ACC-10003,2026-04-28T10:42:40,192.168.143.214,dev-fd02e2e9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/37.0.845.0 Safari/534.2",True
LOG-739a6eb0e9,ACC-10003,2026-03-08T13:56:16,192.168.96.96,dev-0d397fd1,Opera/8.39.(X11; Linux x86_64; ff-SN) Presto/2.9.161 Version/10.00,True
LOG-8019cb4c32,ACC-10003,2026-05-04T03:45:47,192.168.244.186,dev-d61495b4,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/22.0.899.0 Safari/533.2",True
LOG-a04eea26e7,ACC-10003,2026-04-09T03:22:36,192.168.249.114,dev-f2a1dbce,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.2; Trident/5.1),True
LOG-f8111e6f83,ACC-10003,2026-01-10T20:44:24,10.89.199.176,dev-b0e20a05,Opera/8.99.(Windows NT 6.2; xh-ZA) Presto/2.9.164 Version/10.00,True
LOG-796ff5245d,ACC-10003,2026-03-24T06:00:22,192.168.16.148,dev-8f5aa324,Mozilla/5.0 (Android 6.0.1; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,True
LOG-5b4d131969,ACC-10003,2026-01-09T13:27:33,10.115.127.148,dev-d749d4f3,Mozilla/5.0 (Android 4.2; Mobile; rv:43.0) Gecko/43.0 Firefox/43.0,False
LOG-665b230140,ACC-10004,2026-04-24T02:41:28,10.59.35.252,dev-3f0de09a,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.1),True
LOG-b89f02bca2,ACC-10004,2026-03-25T10:57:04,10.198.105.244,dev-8b1648ea,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4193-09-15 05:36:08 Firefox/3.8,True
LOG-cdb53a769c,ACC-10004,2026-03-01T20:35:16,10.98.172.254,dev-5214349e,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_6 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/16.6o8548.0 Mobile/45R116 Safari/532.2",True
LOG-1ccb4eb1ee,ACC-10004,2026-01-08T17:55:24,192.168.88.42,dev-4d57a234,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Win 9x 4.90; Trident/5.1),True
LOG-7a7f2b8fc2,ACC-10004,2026-02-10T19:01:39,10.169.185.151,dev-6ebb6225,Mozilla/5.0 (Windows 98; fr-LU; rv:1.9.0.20) Gecko/4449-01-23 12:56:03 Firefox/3.6.12,True
LOG-289c6d3b25,ACC-10004,2026-05-10T12:08:05,10.102.197.168,dev-f432c2ed,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/45.0.850.0 Safari/532.0",True
LOG-e00dcbb5bc,ACC-10004,2026-04-19T17:14:46,172.17.150.189,dev-5fff6cfb,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/14.2t9034.0 Mobile/68E007 Safari/533.2",True
LOG-e37165179e,ACC-10004,2026-03-20T21:51:21,192.168.144.187,dev-3cb553d9,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.1),True
LOG-9aaf2a6c3d,ACC-10005,2026-02-21T19:24:17,172.20.122.77,dev-c6da46ab,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/25.0.843.0 Safari/536.1",True
LOG-203e65201f,ACC-10005,2026-05-17T04:11:35,192.168.93.187,dev-660f4e48,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),True
LOG-b3d5eb97d4,ACC-10005,2026-01-08T12:28:11,192.168.215.72,dev-08a0d48e,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),True
LOG-4beb39919f,ACC-10005,2026-02-13T04:36:58,172.31.14.162,dev-862b40c5,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/56.0.848.0 Safari/536.2",True
LOG-7f942794cf,ACC-10005,2026-03-31T09:10:06,172.21.168.139,dev-4460a215,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.1),True
LOG-ba1837e7c2,ACC-10005,2026-02-14T04:40:18,10.86.83.126,dev-2a83cbec,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.32.7 (KHTML, like Gecko) Version/4.0.2 Safari/532.32.7",True
LOG-c6b5405a79,ACC-10006,2026-01-08T10:17:29,172.26.207.139,dev-5641ef66,Opera/8.61.(X11; Linux i686; lb-LU) Presto/2.9.171 Version/10.00,True
LOG-c9f1dbe57f,ACC-10006,2026-03-26T09:12:50,10.67.45.103,dev-945ceb83,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/10.0n1001.0 Mobile/64T890 Safari/536.0",True
LOG-b504150276,ACC-10006,2026-03-02T21:50:32,192.168.144.190,dev-3d5bcad1,"Mozilla/5.0 (Linux; Android 1.0) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/13.0.885.0 Safari/531.1",True
LOG-4b65c35549,ACC-10006,2026-04-10T07:24:15,10.38.108.184,dev-e481dcae,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/35.0.856.0 Mobile/37B447 Safari/533.2",True
LOG-fa51cad30e,ACC-10006,2026-04-22T23:05:42,172.18.249.117,dev-27f3795c,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),True
LOG-0ca3d7eae9,ACC-10006,2026-01-09T14:51:22,172.24.178.219,dev-d33a018e,Opera/8.30.(X11; Linux x86_64; mt-MT) Presto/2.9.163 Version/10.00,True
LOG-3d3c39b997,ACC-10006,2026-01-01T07:52:54,10.247.33.40,dev-6cf1e246,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.12.5 (KHTML, like Gecko) Version/5.0 Safari/534.12.5",True
LOG-ae4a005cdd,ACC-10007,2026-04-23T14:55:29,10.193.220.201,dev-ecd5de2e,Opera/9.21.(X11; Linux i686; brx-IN) Presto/2.9.174 Version/12.00,True
LOG-b0d8afa479,ACC-10007,2026-03-04T13:47:24,172.19.204.114,dev-63f5ddcd,Opera/8.21.(X11; Linux i686; cmn-TW) Presto/2.9.173 Version/10.00,True
LOG-ae06b17b15,ACC-10007,2026-03-27T20:36:50,192.168.155.244,dev-ae2ee800,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/535.14.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.14.6",True
LOG-c7784ce894,ACC-10007,2026-04-10T06:14:36,192.168.174.198,dev-5bcb3c89,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),True
LOG-955376206e,ACC-10007,2026-05-23T21:49:44,192.168.84.12,dev-035f79bd,Opera/8.34.(Windows NT 11.0; mni-IN) Presto/2.9.168 Version/12.00,True
LOG-708d8ec739,ACC-10007,2026-01-17T11:10:33,10.201.41.186,dev-b3ab8558,Mozilla/5.0 (Android 13; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,True
LOG-3a82cd849d,ACC-10007,2026-05-09T21:46:59,172.30.125.182,dev-3cd94061,Mozilla/5.0 (Windows NT 6.2; ts-ZA; rv:1.9.2.20) Gecko/5568-06-17 23:25:09 Firefox/13.0,True
LOG-cf77884ea6,ACC-10007,2026-03-07T02:05:25,10.82.102.31,dev-5f3f09d7,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/3.1),True
LOG-e74728b808,ACC-10007,2026-05-26T20:33:26,10.16.138.118,dev-1877664b,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/5.0),True
LOG-a0d7a08956,ACC-10008,2026-05-26T19:44:53,192.168.188.72,dev-321d5aa4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2 rv:6.0; niu-NU) AppleWebKit/535.48.5 (KHTML, like Gecko) Version/4.1 Safari/535.48.5",True
LOG-8dce7ed4a1,ACC-10008,2026-01-21T16:43:58,192.168.82.101,dev-7a089005,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/533.1.3 (KHTML, like Gecko) Version/4.0 Safari/533.1.3",True
LOG-a3cadb6c0a,ACC-10008,2026-02-12T11:52:25,10.81.153.2,dev-1f96df59,Opera/9.52.(X11; Linux x86_64; ca-FR) Presto/2.9.167 Version/10.00,True
LOG-4a2ad8ce96,ACC-10009,2026-02-23T07:43:00,10.3.192.213,dev-29147c3c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_5) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/15.0.811.0 Safari/532.2",True
LOG-713fc7afd7,ACC-10009,2026-05-19T13:21:36,172.28.241.60,dev-afe8292d,Opera/8.84.(Windows 95; mhr-RU) Presto/2.9.177 Version/10.00,True
LOG-30a67325f0,ACC-10009,2026-02-22T18:17:03,10.37.42.113,dev-bcd043d6,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),True
LOG-7075d3e95d,ACC-10009,2026-04-15T21:17:30,192.168.224.23,dev-6aa20570,Opera/8.27.(Windows NT 11.0; uz-UZ) Presto/2.9.175 Version/10.00,True
LOG-12bea22020,ACC-10009,2026-01-30T06:55:18,192.168.151.7,dev-e971b622,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_3; rv:1.9.2.20) Gecko/7903-12-17 01:30:40 Firefox/15.0,True
LOG-60fa63191a,ACC-10009,2026-05-15T18:02:25,10.249.113.5,dev-cb51c34e,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.0),True
LOG-0149035167,ACC-10010,2026-03-10T07:18:53,10.223.75.167,dev-1e3edc89,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Win 9x 4.90; Trident/5.1),True
LOG-7027997404,ACC-10010,2026-03-17T17:28:10,172.27.122.207,dev-4b4647f0,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/3.0),True
LOG-b6e8c9c2a4,ACC-10010,2026-03-23T08:46:50,192.168.143.172,dev-90b973ba,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8306-07-11 20:50:36 Firefox/3.6.3,True
LOG-b6539ff882,ACC-10011,2026-02-24T00:46:11,172.23.33.253,dev-2d2a88d9,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.23.7 (KHTML, like Gecko) Version/5.0.4 Safari/534.23.7",True
LOG-bded648fce,ACC-10011,2026-03-23T20:38:04,10.60.149.199,dev-b2a92064,Mozilla/5.0 (Android 8.0.0; Mobile; rv:65.0) Gecko/65.0 Firefox/65.0,True
LOG-4d414a0fe3,ACC-10011,2026-01-16T21:42:38,192.168.93.31,dev-c429511f,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tcy-IN) AppleWebKit/535.17.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.17.2",True
LOG-44b6e55678,ACC-10011,2026-05-26T10:42:21,10.19.252.153,dev-e173f49a,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_5 rv:2.0; tg-TJ) AppleWebKit/535.49.1 (KHTML, like Gecko) Version/5.0 Safari/535.49.1",True
LOG-bd0b4fe8cb,ACC-10011,2026-03-09T22:56:00,192.168.50.7,dev-db205db4,Opera/9.86.(Windows NT 4.0; os-RU) Presto/2.9.189 Version/10.00,True
LOG-780469b8e4,ACC-10011,2026-01-14T07:47:05,192.168.96.199,dev-22188ac9,"Mozilla/5.0 (Linux; Android 4.0.4) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/29.0.868.0 Safari/536.2",True
LOG-3da64d3d17,ACC-10011,2026-05-07T13:23:48,10.247.6.3,dev-97192cfc,Mozilla/5.0 (Android 4.0; Mobile; rv:52.0) Gecko/52.0 Firefox/52.0,False
LOG-53111da283,ACC-10011,2026-01-07T00:36:36,192.168.146.172,dev-bb161681,"Mozilla/5.0 (Windows; U; Windows NT 11.0) AppleWebKit/531.50.7 (KHTML, like Gecko) Version/5.1 Safari/531.50.7",True
LOG-770914169b,ACC-10011,2026-02-08T17:05:17,192.168.80.156,dev-c2894cc3,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) CriOS/24.0.852.0 Mobile/56Q693 Safari/533.1",True
LOG-3ee92dc16c,ACC-10012,2026-02-01T19:12:14,172.26.222.128,dev-445573c4,Opera/9.18.(X11; Linux x86_64; szl-PL) Presto/2.9.175 Version/10.00,True
LOG-e859c4dce1,ACC-10012,2026-01-21T23:46:36,172.23.13.95,dev-66be105c,Mozilla/5.0 (Windows NT 6.0; id-ID; rv:1.9.2.20) Gecko/2082-11-26 09:37:08 Firefox/3.8,True
LOG-e368223388,ACC-10012,2026-03-02T13:49:34,10.252.62.145,dev-a94ac9f5,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/531.49.7 (KHTML, like Gecko) Version/4.0.4 Safari/531.49.7",True
LOG-4a42a13a9e,ACC-10012,2026-03-14T21:03:25,192.168.244.230,dev-7117f39c,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.33.3 (KHTML, like Gecko) Version/4.1 Safari/531.33.3",True
LOG-57283b7f49,ACC-10013,2026-05-09T10:54:46,192.168.51.34,dev-eea7bfa3,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.1),True
LOG-00abb68fc9,ACC-10013,2026-04-09T05:56:53,10.76.145.144,dev-19c8f716,Opera/9.72.(X11; Linux i686; fi-FI) Presto/2.9.175 Version/10.00,True
LOG-27b4aa04d1,ACC-10013,2026-01-03T10:57:47,172.17.134.213,dev-01966a8b,Opera/9.90.(Windows NT 6.2; et-EE) Presto/2.9.166 Version/11.00,True
LOG-eb508a41d5,ACC-10013,2026-04-06T04:30:19,10.171.88.26,dev-c1cf395c,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/5.1),True
LOG-e760d250ea,ACC-10013,2026-03-12T07:55:06,172.19.225.45,dev-9526ab12,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/5.0),True
LOG-aa83156d13,ACC-10013,2026-03-31T06:32:26,172.31.153.140,dev-c411b994,Opera/8.31.(X11; Linux i686; mai-IN) Presto/2.9.174 Version/12.00,True
LOG-72be9fb607,ACC-10013,2026-03-26T13:31:01,192.168.172.190,dev-d0975eb4,Opera/8.50.(X11; Linux x86_64; bo-CN) Presto/2.9.165 Version/11.00,True
LOG-2908af9012,ACC-10013,2026-04-12T07:30:57,172.24.143.34,dev-026420da,"Mozilla/5.0 (Windows; U; Windows NT 5.01) AppleWebKit/534.18.4 (KHTML, like Gecko) Version/5.0.5 Safari/534.18.4",True
LOG-3594ed6858,ACC-10013,2026-02-22T10:40:30,172.18.10.150,dev-0f41b6af,Opera/8.23.(X11; Linux i686; ar-SY) Presto/2.9.172 Version/12.00,True
LOG-9c23d1d1ae,ACC-10014,2026-04-05T20:56:16,172.24.80.86,dev-9b3f6152,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_3; rv:1.9.4.20) Gecko/2052-04-25 16:36:05 Firefox/4.0,True
LOG-3759badc4a,ACC-10014,2026-02-16T15:59:26,172.18.48.219,dev-8e9c672f,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/6043-08-23 22:15:56 Firefox/3.6.20,True
LOG-cd578ea77f,ACC-10014,2026-05-06T10:07:32,10.200.235.129,dev-aa9786af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/60.0.898.0 Safari/535.1",True
LOG-8c2ad1a357,ACC-10014,2026-03-29T00:38:41,172.17.89.150,dev-fc922cd8,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lo-LA) AppleWebKit/535.8.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6535.8.3",True
LOG-00b98e3087,ACC-10014,2026-01-19T01:39:36,10.124.118.52,dev-1156bbf3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/54.0.819.0 Safari/531.2",True
LOG-ee4b2d8825,ACC-10014,2026-03-20T12:38:45,172.16.174.236,dev-1aaf7b4c,Opera/9.66.(Windows NT 6.2; doi-IN) Presto/2.9.188 Version/10.00,True
LOG-532ab24883,ACC-10014,2026-03-01T11:01:24,192.168.250.237,dev-37d2873a,Mozilla/5.0 (Android 3.2.3; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,True
LOG-063604cda4,ACC-10014,2026-03-13T15:45:35,192.168.49.72,dev-2507e696,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_1 rv:2.0; ast-ES) AppleWebKit/531.3.7 (KHTML, like Gecko) Version/4.0.2 Safari/531.3.7",True
LOG-e23f1e5807,ACC-10014,2026-04-14T02:16:31,10.36.73.151,dev-5788fc86,"Mozilla/5.0 (Windows 95) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/52.0.834.0 Safari/532.2",True
LOG-f74d3b9193,ACC-10015,2026-01-11T14:06:34,192.168.231.161,dev-a1c93432,Opera/8.76.(X11; Linux x86_64; aa-ET) Presto/2.9.161 Version/11.00,True
LOG-efdd0d045b,ACC-10015,2026-05-16T10:12:02,10.154.138.253,dev-48ea3a0e,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/19.0.804.0 Safari/533.0",True
LOG-541e8ad0ca,ACC-10015,2026-05-04T20:41:16,192.168.247.14,dev-8414595b,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7671-03-14 03:47:44 Firefox/3.8,True
LOG-88ca0957ce,ACC-10016,2026-02-13T19:46:41,10.216.218.80,dev-283495c8,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),True
LOG-5bb2adf955,ACC-10016,2026-03-15T20:41:24,192.168.156.17,dev-08709e04,"Mozilla/5.0 (iPhone; CPU iPhone OS 2_2_1 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/15.0a3924.0 Mobile/35X211 Safari/531.0",True
LOG-334f127ba1,ACC-10016,2026-03-27T23:13:45,192.168.130.203,dev-bbc63293,Mozilla/5.0 (Windows NT 6.2; ckb-IQ; rv:1.9.1.20) Gecko/2455-03-25 06:47:33 Firefox/3.8,True
LOG-cf4bf377a3,ACC-10016,2026-04-25T06:43:33,172.27.95.65,dev-477e43c1,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.2; Trident/4.0),True
LOG-a69a4f0fd1,ACC-10016,2026-03-01T07:10:30,192.168.198.59,dev-d85e44a9,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/53.0.887.0 Safari/535.1",True
LOG-989d8ee45f,ACC-10016,2026-01-12T16:41:36,192.168.103.149,dev-5019033f,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2; rv:1.9.2.20) Gecko/3339-09-22 19:40:30 Firefox/3.8,True
LOG-9948389a17,ACC-10016,2026-05-24T17:03:58,10.244.5.52,dev-3e1eae71,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_7 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.6x0463.0 Mobile/72B233 Safari/534.1",True
LOG-342d980a16,ACC-10016,2026-05-29T02:36:45,192.168.19.183,dev-df9deedb,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_8 rv:2.0; rw-RW) AppleWebKit/531.29.4 (KHTML, like Gecko) Version/4.0.2 Safari/531.29.4",True
LOG-8b2b7c8044,ACC-10016,2026-02-10T23:26:55,172.29.132.207,dev-4736599c,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/5.0),True
LOG-d60b06a923,ACC-10016,2026-01-16T18:21:39,172.30.116.79,dev-ebcff68f,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/58.0.893.0 Safari/536.2",True
LOG-7231dba916,ACC-10016,2026-02-03T18:01:47,192.168.196.167,dev-72a0056b,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; fa-IR) AppleWebKit/535.11.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.11.4",True
LOG-b6568cb8e9,ACC-10016,2026-01-31T09:29:41,172.21.200.67,dev-9185473e,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/48.0.835.0 Mobile/09P407 Safari/532.0",False
LOG-ccc2decb26,ACC-10017,2026-02-26T01:01:22,172.28.32.69,dev-c2e97c51,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/49.0.893.0 Safari/534.2",True
LOG-4c1d10b988,ACC-10017,2026-04-02T00:17:27,192.168.181.44,dev-f8dfc1e4,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4; rv:1.9.2.20) Gecko/8341-06-07 02:50:27 Firefox/3.6.16,True
LOG-e89222546a,ACC-10017,2026-05-16T20:59:43,172.16.238.135,dev-3e268f4e,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/11.7s6084.0 Mobile/27K278 Safari/531.2",True
LOG-06c3a6e97a,ACC-10017,2026-02-22T20:45:33,192.168.59.211,dev-4945d32b,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),True
LOG-b4066d1f0c,ACC-10017,2026-04-06T21:15:09,172.23.154.195,dev-27dbb3f6,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/4.0),True
LOG-c43b2fd7d5,ACC-10017,2026-04-27T03:03:10,192.168.57.118,dev-11e48c44,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/3.0),False
